row_id,actual_price,sale_week,q10,q50,q90,baseline_buy_offer,baseline_uncertainty_score,baseline_total_spread,baseline_hit_cap,feedback_multiplier_used,feedback_sample_count,feedback_q50,feedback_buy_offer,feedback_total_spread,baseline_q50_error,feedback_q50_error,baseline_abs_pct_error,feedback_abs_pct_error,baseline_offer_to_actual,feedback_offer_to_actual,baseline_overpay,feedback_overpay,offer_change,offer_change_pct,sale_ratio,estimated_operating_cost,baseline_gross_pnl,feedback_gross_pnl,baseline_net_pnl_proxy,feedback_net_pnl_proxy,baseline_roi_proxy,feedback_roi_proxy,baseline_negative_pnl,feedback_negative_pnl
17290,762450.0,2015-03-09,604891.8462479524,734042.3708139115,936028.7300581789,647669.719701682,0.45111412770772275,0.1176671191561584,False,1.0,0,734042.3708139115,647669.719701682,0.1176671191561584,28407.629186088452,28407.629186088452,0.03725835029980779,0.03725835029980779,0.8494586132883232,0.8494586132883232,False,False,0.0,0.0,1.0387002580717375,30498.0,114780.28029831802,114780.28029831802,84282.28029831802,84282.28029831802,0.1301315743727198,0.1301315743727198,False,False
17291,390000.0,2015-03-09,335738.2042248369,425847.0258573755,523494.4264817242,376391.24122597364,0.44090063064047447,0.11613509459607117,False,1.0,0,425847.0258573755,376391.24122597364,0.11613509459607117,-35847.02585737553,-35847.02585737553,0.09191545091634751,0.09191545091634751,0.9651057467332658,0.9651057467332658,False,False,0.0,0.0,0.9158218240805998,15600.0,13608.758774026355,13608.758774026355,-1991.2412259736448,-1991.2412259736448,-0.005290349529621932,-0.005290349529621932,True,True
17292,339000.0,2015-03-09,301486.3048251547,352588.5340461903,386235.9414690424,322246.6618472976,0.2403641311625442,0.08605461967438163,False,1.0,0,352588.5340461903,322246.6618472976,0.08605461967438163,-13588.534046190325,-13588.534046190325,0.040084171227700076,0.040084171227700076,0.9505801234433559,0.9505801234433559,False,False,0.0,0.0,0.9614606468047818,13560.0,16753.338152702374,16753.338152702374,3193.338152702374,3193.338152702374,0.009909608169085067,0.009909608169085067,False,False
17293,194000.0,2015-03-09,185242.92734795721,258806.37949920766,313856.5987730551,226574.0098104826,0.49694938615487905,0.12454240792323186,False,1.0,0,258806.37949920766,226574.0098104826,0.12454240792323186,-64806.37949920766,-64806.37949920766,0.33405350257323535,0.33405350257323535,1.1679072670643433,1.1679072670643433,True,True,0.0,0.0,0.749595123487263,7760.0,-32574.00981048259,-32574.00981048259,-40334.00981048259,-40334.00981048259,-0.1780169307336702,-0.1780169307336702,True,True
17294,641500.0,2015-03-09,247519.52191275542,374129.5556963737,734113.225581558,318010.12234191765,1.3006021477322138,0.15000000000000002,True,1.0,0,374129.5556963737,318010.12234191765,0.15000000000000002,267370.4443036263,267370.4443036263,0.4167894689066661,0.4167894689066661,0.4957289514293338,0.4957289514293338,False,False,0.0,0.0,1.7146466784907308,25660.0,323489.87765808235,323489.87765808235,297829.87765808235,297829.87765808235,0.9365421310012958,0.9365421310012958,False,False
17295,420000.0,2015-03-09,349750.3201956424,469746.47598330694,514257.57141559967,421583.064501148,0.3502043328278278,0.10253064992417418,False,1.0,0,469746.47598330694,421583.064501148,0.10253064992417418,-49746.47598330694,-49746.47598330694,0.1184439904364451,0.1184439904364451,1.0037692011932096,1.0037692011932096,True,True,0.0,0.0,0.8940993098901401,16800.0,-1583.0645011480083,-1583.0645011480083,-18383.06450114801,-18383.06450114801,-0.04360484575655422,-0.04360484575655422,True,True
17296,610000.0,2015-03-09,619194.3842371426,705680.6195610011,754379.8547190148,650118.7680106702,0.19156749772435316,0.07873512465865298,False,1.0,0,705680.6195610011,650118.7680106702,0.07873512465865298,-95680.61956100108,-95680.61956100108,0.1568534746901657,0.1568534746901657,1.0657684721486396,1.0657684721486396,True,True,0.0,0.0,0.864413706556766,24400.0,-40118.7680106702,-40118.7680106702,-64518.7680106702,-64518.7680106702,-0.09924150968306036,-0.09924150968306036,True,True
17297,1250000.0,2015-03-09,723669.3233276474,1113823.627969428,1661761.1336360257,946750.0837740138,0.8422265309801157,0.15000000000000002,True,1.0,0,1113823.627969428,946750.0837740138,0.15000000000000002,136176.37203057203,136176.37203057203,0.10894109762445763,0.10894109762445763,0.757400067019211,0.757400067019211,False,False,0.0,0.0,1.1222602651003466,50000.0,303249.9162259862,303249.9162259862,253249.9162259862,253249.9162259862,0.2674939464662737,0.2674939464662737,False,False
17298,602000.0,2015-03-09,490089.9911973232,594162.7561838649,642881.847577569,541535.8399176347,0.2571548869228754,0.08857323303843131,False,1.0,0,594162.7561838649,541535.8399176347,0.08857323303843131,7837.243816135102,7837.243816135102,0.013018677435440369,0.013018677435440369,0.8995611958764697,0.8995611958764697,False,False,0.0,0.0,1.0131903989850717,24080.0,60464.16008236527,60464.16008236527,36384.16008236527,36384.16008236527,0.0671869844993069,0.0671869844993069,False,False
17299,1500000.0,2015-03-09,1018845.0127619532,1443889.1829801907,2250072.106186898,1227305.805533162,0.8527157817497386,0.15000000000000002,True,1.0,0,1443889.1829801907,1227305.805533162,0.15000000000000002,56110.81701980927,56110.81701980927,0.037407211346539515,0.037407211346539515,0.8182038703554414,0.8182038703554414,False,False,0.0,0.0,1.0388608888280446,60000.0,272694.1944668379,272694.1944668379,212694.19446683791,212694.19446683791,0.17330170973520329,0.17330170973520329,False,False
