row_id,scenario,actual_test_price,simulated_sale_price,expected_sale_value_q50,sale_ratio,market_multiplier,original_buy_offer,feedback_adjusted_buy_offer,offer_change,offer_change_pct,sale_month
17290,downside_10pct,762450.0,686205.0,734042.3708139115,0.9348302322645639,0.9352378819083537,647669.719701682,605725.2568299781,-41944.4628717039,-0.06476211809164648,2015-03
17291,downside_10pct,390000.0,351000.0,425847.0258573755,0.8242396416725398,0.9352378819083537,376391.24122597364,352015.3472130358,-24375.894012937846,-0.06476211809164634,2015-03
17292,downside_10pct,339000.0,305100.0,352588.5340461903,0.8653145821243037,0.9352378819083537,322246.6618472976,301377.28547810414,-20869.376369193487,-0.06476211809164625,2015-03
17293,downside_10pct,194000.0,174600.0,258806.37949920766,0.6746356111385367,0.9352378819083537,226574.0098104826,211900.59703063825,-14673.412779844337,-0.06476211809164646,2015-03
17294,downside_10pct,641500.0,577350.0,374129.5556963737,1.5431820106416576,0.9352378819083537,318010.12234191765,297415.11324447143,-20595.009097446222,-0.0647621180916465,2015-03
17295,downside_10pct,420000.0,378000.0,469746.47598330694,0.8046893789011261,0.9352378819083537,421583.064501148,394280.4522924865,-27302.612208661507,-0.06476211809164635,2015-03
17296,downside_10pct,610000.0,549000.0,705680.6195610011,0.7779723359010894,0.9352378819083537,650118.7680106702,608015.6995831676,-42103.06842750264,-0.06476211809164632,2015-03
17297,downside_10pct,1250000.0,1125000.0,1113823.627969428,1.0100342385903118,0.9352378819083537,946750.0837740138,885436.543045365,-61313.540728648775,-0.06476211809164636,2015-03
17298,downside_10pct,602000.0,541800.0,594162.7561838649,0.9118713590865646,0.9352378819083537,541535.8399176347,506464.83190203004,-35071.00801560469,-0.06476211809164623,2015-03
17299,downside_10pct,1500000.0,1350000.0,1443889.1829801907,0.9349747999452401,0.9352378819083537,1227305.805533162,1147822.8820206602,-79482.92351250187,-0.06476211809164642,2015-03
17300,downside_10pct,472000.0,424800.0,512026.42768637906,0.8296446765833617,0.9352378819083537,444216.92092762236,415448.49223620014,-28768.428691422218,-0.06476211809164638,2015-03
17301,downside_10pct,542000.0,487800.0,561343.5334433494,0.8689865847527904,0.9352378819083537,483168.16336139484,451877.16970766033,-31290.993653734506,-0.06476211809164631,2015-03
17302,downside_10pct,1700000.0,1530000.0,1462537.7639985378,1.046126833550624,0.9352378819083537,1284513.2661752498,1201325.466340922,-83187.79983432777,-0.06476211809164625,2015-03
17303,downside_10pct,346900.0,312210.0,352519.0679708661,0.8856542194926107,0.9352378819083537,315763.902941536,295314.36377015704,-20449.539171378943,-0.06476211809164646,2015-03
17304,downside_10pct,212625.0,191362.5,275411.56883774744,0.6948237534376667,0.9352378819083537,234099.83351208532,218939.0324489409,-15160.801063144405,-0.0647621180916463,2015-03
17305,downside_10pct,628990.0,566091.0,675425.153749271,0.8381254338214096,0.9352378819083537,620948.3200171959,580734.3915874328,-40213.928429763066,-0.06476211809164638,2015-03
17306,downside_10pct,252000.0,226800.0,232567.22012460974,0.9752019217432291,0.9352378819083537,203895.7244282369,190691.00544443366,-13204.718983803235,-0.06476211809164624,2015-03
17307,downside_10pct,255000.0,229500.0,272952.3788423407,0.8408060078954683,0.9352378819083537,236873.7288580539,221533.28445693996,-15340.444401113928,-0.06476211809164645,2015-03
17308,downside_10pct,285000.0,256500.0,364950.3923492651,0.7028352493303368,0.9352378819083537,323197.5452281834,302266.5876371856,-20930.9575909978,-0.06476211809164628,2015-03
17309,downside_10pct,380000.0,342000.0,407400.10159447126,0.8394695992011044,0.9352378819083537,369049.29948261386,345148.8851678815,-23900.414314732363,-0.06476211809164625,2015-03
17310,downside_10pct,300000.0,270000.0,277551.3560272848,0.9727929413303156,0.9352378819083537,250731.41483807346,234493.51734104456,-16237.897497028898,-0.0647621180916464,2015-03
17311,downside_10pct,425000.0,382500.0,424684.36241768784,0.9006689057785499,0.9352378819083537,393677.28126097895,368181.9066819572,-25495.374579021765,-0.06476211809164628,2015-03
17312,downside_10pct,419950.0,377955.0,301855.53453705675,1.2521055828234318,0.9352378819083537,259204.455195623,242417.8256583632,-16786.62953725981,-0.06476211809164642,2015-03
17313,downside_10pct,205950.0,185355.0,209610.77664736426,0.8842818244590037,0.9352378819083537,178444.0753377139,166887.65905793826,-11556.416279775643,-0.06476211809164623,2015-03
17314,downside_10pct,510000.0,459000.0,467926.0002490173,0.9809243336675731,0.9352378819083537,420236.3561450218,393020.95962195477,-27215.39652306703,-0.0647621180916463,2015-03
17315,downside_10pct,299900.0,269910.0,303543.60327361414,0.8891967977223463,0.9352378819083537,272255.23302670784,254623.40747436348,-17631.82555234435,-0.06476211809164636,2015-03
17316,downside_10pct,495000.0,445500.0,496700.10876728373,0.8969194734135396,0.9352378819083537,455706.99400036887,426194.4438397278,-29512.550160641083,-0.06476211809164639,2015-03
17317,downside_10pct,425000.0,382500.0,480829.6479735563,0.7955000312731048,0.9352378819083537,427759.8854210773,400057.24920656835,-27702.636214508966,-0.06476211809164646,2015-03
17318,downside_10pct,451000.0,405900.0,354914.7936730534,1.1436547792198093,0.9352378819083537,301677.5746220954,282140.29590881773,-19537.278713277658,-0.06476211809164656,2015-03
17319,downside_10pct,245000.0,220500.0,261415.8315514725,0.8434837274060955,0.9352378819083537,238601.1925640998,223148.8739544559,-15452.318609643902,-0.06476211809164643,2015-03
17320,downside_10pct,1135000.0,1021500.0,1067842.927471956,0.9566013631034017,0.9352378819083537,944776.8212871066,883591.0732166608,-61185.74807044584,-0.06476211809164634,2015-03
17321,downside_10pct,565000.0,508500.0,565187.1958101431,0.8997019107467795,0.9352378819083537,497091.91307476413,464899.18789781386,-32192.725176950276,-0.06476211809164635,2015-03
17322,downside_10pct,420000.0,378000.0,536519.745636617,0.7045407053033573,0.9352378819083537,471408.7058454912,440879.27956809534,-30529.42627739586,-0.06476211809164631,2015-03
17323,downside_10pct,1080000.0,972000.0,1120632.5125575021,0.867367302936541,0.9352378819083537,973419.3820959744,910378.6811199775,-63040.70097599691,-0.06476211809164634,2015-03
17324,downside_10pct,915000.0,823500.0,890823.9174077358,0.9244251124244105,0.9352378819083537,799589.2712189137,747806.176411421,-51783.094807492686,-0.0647621180916463,2015-03
